acceptability,sentence,domain
1,It was so awful a picture that I tore it up.,IN
1,How likely to win is he?,IN
1,Have the kids arrived safely?,IN
1,Amanda drove the package to Pamela.,IN
1,I could have been flying helicopters by now.,IN
1,Letters to Grandma are easy to help the children to write.,IN
1,I know several people she kissed.,IN
0,Mary considered his to have loved her.,IN
1,"In English, the main verb agrees with the head element of the subject.",IN
1,The books slid across the table.,IN
1,Much of that theory is unfounded.,IN
0,How easy to please John is it?,IN
1,Terry touched the cat.,IN
1,"Fred likes eggplants, although he likes cabbage too.",IN
1,Wilt is taller than I believe that Bill is.,IN
0,The Romans destroyed the city into ruins.,IN
1,"We didn't keep a list of the names, but the President thanked every soldier who had fought in the Gulf War.",IN
1,The Dodgers beat the Red Sox and the Giants beat the Dodgers.,IN
1,Aphrodite freed animals,IN
1,"He can't possibly do that, can he",IN
1,We yelled ourselves hoarse.,IN
1,The prisoner must have been being interrogated when the supervisor walked into the room and saw what was going on and put a stop to it.,IN
1,These are similar to the bottles.,IN
1,Fiona hoped to meet the Prime Minister.,IN
0,The lesson got read by a priest.,IN
1,The moon glows in the darkness.,IN
1,Raccoons destroyed the garden.,IN
1,What did Jean think was likely to have been stolen?,IN
1,"The sooner you solve this problem, the more easily you'll satisfy the folks up at corporate headquarters.",IN
1,I gave a birthday present to my brother.,IN
1,John tagged the monkey in the forest.,IN
0,Gwen exchanged Mary the dress.,IN
0,Jean is likely.,IN
1,He left.,IN
1,Doug cleared the table.,IN
0,Loren was relied on by Pavarotti and Hepburn on by Bond.,IN
1,You and I may incriminate ourselves.,IN
1,He replied that he was happy.,IN
0,the paper to finish by tomorrow is too long.,IN
0,Jason arrived by Medea.,IN
1,He has a car.,IN
1,Linguistics students like phonetics tutorials.,IN
0,"It is important for the more you eat, the more careful to be.",IN
0,The authorities charged the students of the cheating.,IN
0,There hopes to bother Kim that they resigned.,IN
1,He is filled with sincerity.,IN
1,I am to eat macaroni.,IN
1,It would be possible for the president not to approve the bill.,IN
0,The student is belonged to by this item.,IN
1,It annoys people that dogs bark.,IN
1,It is not certain that you'll marry any particular student.,IN
1,Oil gushed from the well.,IN
1,Sue was the most likely not to say anything.,IN
0,John must do not have eaten.,IN
1,"I know which guys you've dated, but I don't know which guys you haven't.",IN
1,We loaded ourselves onto the bus.,IN
1,What is it likely for Beth to have bought at the supermarket?,IN
1,I pushed at the table.,IN
1,I might be leaving soon.,IN
1,Gilgamesh might not have been reading the cuneiform tablets.,IN
1,Cynthia lunched on peaches.,IN
0,John put his gold to be under the bathtub.,IN
1,It hailed.,IN
1,Paul had eighty eight billion sixty three million forty-four thousand nine hundred at,IN
0,You must pick any of the flowers.,IN
0,I sent him it.,IN
0,John likes not Mary.,IN
1,Poseidon appears to own a dragon,IN
0,She did with her father away.,IN
1,They surrounded the fort.,IN
1,I put the book on the table.,IN
1,The eggs and the cream mixed.,IN
1,Two or three books take a very long time to read.,IN
1,But these tickets are terrible!,IN
1,Bill pushed Harry along the trail for hours.,IN
0,"We gave him enough opportunity and, sure enough, every senator succumbed to corruption.",IN
1,I made John easy to get along with.,IN
0,He's the happiest that we ever talked to the boy who had seen him.,IN
1,He swatted her.,IN
1,"Lilly decided that eating cabbage, she should be.",IN
0,She hit myself with a hammer.,IN
1,The psychologist hates phonology.,IN
0,the person stand on my foot is heavy.,IN
1,She bought John's book.,IN
0,John is likely to appear that he will win the game.,IN
1,They wondered what she did yesterday.,IN
1,The jeweller inscribed the name on the ring.,IN
0,The collaborators escaped the convict.,IN
1,Nora brought the book to Pamela.,IN
1,What her mother wants her to be is such a fine surgeon that everyone will respect her.,IN
1,Cornelia lodged with the Smiths.,IN
1,They shouldn't leave soon.,IN
1,I think Rosie loves magazine ads.,IN
1,The museum displayed no painting by Miro or drawing by Klee.,IN
1,I'll work on it if I can work on it.,IN
1,You said that Anson thought that Julie had fainted,IN
1,"John may drink water, and Bill drink beer.",IN
1,"On this table, they put a lamp, and on that table, a radio.",IN
0,Bill kissed herself.,IN
0,John put in the box.,IN
1,I sent the package to London.,IN
0,Jason knew those Medea had cast the spell,IN
1,Did the wealthy young man buy that piano for his secret fiancée?,IN
1,This sweater washes well.,IN
0,Mary thinks for Bill to come.,IN
0,I read every his book.,IN
1,That picture of her pleases Jenny.,IN
1,Either the boys or the girls are going to be there.,IN
0,We persuaded the dentist to examine ourselves.,IN
1,Most of her free time was spent attending concerts and plays or visiting museums and art galleries.,IN
1,"Leslie is rather foolish, and Lou a complete idiot.",IN
1,Which piano is this sonata easy to play on?,IN
1,"Max offered the victims help, but they refused his offer.",IN
1,A wonderful opportunity presented itself yesterday.,IN
1,"Slamming the door, he ran down the steps.",IN
0,A book was sent Louis.,IN
1,Doug blew the building up.,IN
1,Which city does Fred think that you believe that John lives in?,IN
0,This is a problem that you'll be able to tell the folks up at corporate headquarters to buzz off if you solve.,IN
1,I see stars.,IN
1,That chisel carves well.,IN
1,Calvin had eaten.,IN
1,Which club did you hit the winning putt with?,IN
0,The thief stole Mr. Smith the painting.,IN
1,These shears clip well.,IN
1,The kennel which Mary made and Fido sleeps in has been stolen.,IN
0,Readings Shakespeare satisfied me,IN
0,Benjamin said he would give the cloak to Lee and give the cloak he did to Lee.,IN
1,I went out with a girl who it pleased that John showed up.,IN
0,He washed herself.,IN
1,He walked right into the wall.,IN
1,That he ever went there alone is odd.,IN
1,Rory had eaten the muffins.,IN
1,The box contains the ball.,IN
1,The brave are not afraid to die.,IN
0,Seven more soldiers came in after ten ones had left.,IN
1,The course is jumping well.,IN
1,Fred tore the curtain in rolling up the wallpaper.,IN
1,That he is a fool is suspected by no one.,IN
1,Pat remembered the appointment and that it was important to be on time.,IN
1,The truck spread salts.,IN
1,Smith wants the picture to be removed from the office.,IN
1,The middle class will gain from the new tax laws.,IN
0,She doesn't believe much story.,IN
0,I put the book to Sally.,IN
1,Kelly adores French fabrics.,IN
0,Jack is the person whom Jenny fell in love.,IN
1,Exactly half of the students attended some seminar.,IN
1,The monkeys kept forgetting their lines.,IN
1,The defendant denied the accusation.,IN
1,Susanne gave the minivan to George.,IN
1,Eat dirt!,IN
1,The horse jumped across the stream.,IN
1,Susan bought some flowers for her birthday.,IN
1,John saw more horses than Bill saw or Pete talked to.,IN
1,to hurt oneself is stupid.,IN
1,Who did you hear an oration about?,IN
0,The letter got written by a poet.,IN
1,Each child should have a daily glass of milk.,IN
1,"John left his office at 11 and at 12, the library.",IN
1,He stopped writing poems.,IN
1,The tuna had been eaten.,IN
0,The lions ate raw the meat.,IN
1,She fell in love.,IN
1,A book was sent to Louis.,IN
1,Gomez's photograph of Pugsley belonging to Lucy.,IN
1,It bit me on the leg.,IN
1,Max gave the car a shove.,IN
0,The Romans destroyed ruins from the city.,IN
1,Sir Walter Elliott imagined the scene.,IN
0,John is eager to examine.,IN
0,"They let him go yesterday, he.",IN
1,The bread was chewed by Martha.,IN
1,I danced a dance.,IN
0,I brought a razor with which to shave himself.,IN
1,Sue said something although she was the most likely not to say anything.,IN
1,I gave the charity.,IN
1,This drug must first be tested on oneself.,IN
0,Ellen warned to Helen.,IN
0,Like after tasting.,IN
1,Which picture that John took at the party did he decide to display in his house?,IN
1,Who do you believe invited Sara?,IN
1,Mary prefers for Bill to come.,IN
1,Horror films disturb Milo.,IN
0,The consul's gift of himself to the gladiator.,IN
1,There may exist a man in the park.,IN
1,Who did Bill leave.,IN
0,I brought a razor to shave myself with.,IN
1,Stephen believed Ben to be careful.,IN
1,Paula spanked the naughty child's back.,IN
1,Sylvia could be slapping Jeff upside the head in martial arts class.,IN
0,John kisses often Mary.,IN
0,I loved the policeman the baker intensely with all my heart.,IN
1,What is John eager to do?,IN
0,He's reliable enough a man.,IN
0,Ate Bill his dinner?,IN
1,Everyone attended some seminar.,IN
0,John heard Mary describe himself.,IN
0,"They can't do it, can he?",IN
0,Which boy is tall!,IN
1,Jeeves sauntered into the room.,IN
1,Rome's destruction of Carthage was horrific.,IN
1,This hat I believe that he was wearing.,IN
1,The mouse nibbled the cheese.,IN
1,It may rain.,IN
0,He's enough of the coward to pull the trigger.,IN
1,Which book and which pencil did John buy?,IN
1,Peter has been asked to resign.,IN
1,"It is obvious that the more you eat, the less you want.",IN
0,Chairman was elected Graham.,IN
1,Someone stole my car.,IN
1,I consider John the best candidate.,IN
1,Kim sang and Sandy danced.,IN
0,What Julie did of Lloyd was become fond.,IN
1,The men all would not have been working.,IN
1,John sang a song and danced to the music.,IN
0,He treats John very kind.,IN
0,Bill married with Kathy.,IN
1,Aphrodite wanted Hera to persuade Athena to leave.,IN
1,Cakes were given to Margaret every Friday by the pupils in this maths class.,IN
0,Gilgamesh flew not the broomstick.,IN
1,Pat was believed to have been examined by the dentist.,IN
1,Willy is taller than Bill by as much a Peter believes that Billy is taller than Dan.,IN
0,It's high time Fiona gets a job.,IN
1,Dulles suspected everyone who Angleton did.,IN
1,Yeltsin saw Stalin holding the bag.,IN
0,Emily showed himself Benjamin in the mirror.,IN
1,I have gone and bought some whiskey.,IN
1,No one could remove the blood from the wall,IN
1,"Maxine read the children Goodnight Moon, but they fell asleep before she got to the end.",IN
1,I saw the student of physics with long hair.,IN
0,How much money Gordon spent is true.,IN
1,"I divulged when Bill promised to call me, but I did so reluctantly.",IN
1,"The Ferrari which Pietro, who Sofia adores, bought from me cost him a bundle.",IN
1,Who in this class thinks he is smart?,IN
1,The Minister has arrived.,IN
1,The students demonstrated this morning,IN
1,I have never been spoken to so rudely!,IN
1,John immediately learned French perfectly.,IN
1,Frank gave a piano to Jane Fairfax.,IN
0,You should avoid to travel in the rush hour.,IN
1,The student enjoyed his English syntax class last semester.,IN
1,You are too flip with people who are jealous of you.,IN
0,Mary should buy some flowers some bread.,IN
0,Today was visited by my uncle.,IN
1,I might have eaten some seaweed.,IN
1,Doug cleared the dishes from under the rack.,IN
1,It's extremely windy today.,IN
1,Dogs chase cats.,IN
1,Who do you think that you saw?,IN
0,It is that Bill is honest that John believes.,IN
1,There appeared a ship on the horizon.,IN
1,"There is a man ready to jump from the roof, isn't there?",IN
1,Andy promised to go.,IN
1,Jones would prefer for it to be clear to Barry that the city plans to sue him.,IN
1,She speaks too clearly.,IN
0,"Girl in the red coat, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",IN
0,Jim does have supported the theory.,IN
1,This book I enjoyed.,IN
0,I'm glad I saw anybody.,IN
1,The jeweller scribbled his name on the contract.,IN
0,Carla shoveled at the walk.,IN
0,Here's a pole for you to kiss the girl who tied the string around.,IN
0,John would be liked to win.,IN
0,Karen asked where for Jerry to put the chairs.,IN
1,The passengers who had known that the train was not on fire said that those who had thought so had barricaded themselves in the bathrooms.,IN
0,Who did you believe that came?,IN
1,Can the child read the book?,IN
